Company,Role Level,Principle Name,Principle Description,Behavioral Question,Question Type,Difficulty,Quote,Source
Point72 Asset Management,Mid Level,Risk Management,Maintain sophisticated risk management,Describe balancing aggressive targets with prudent risk controls.,Values,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Point72 Asset Management Investment Team, Annual Investor Letter, 2024"
Point72 Asset Management,Senior,Innovation,Drive innovation in quantitative methods,Give me an example of developing innovative analytical approaches.,Problem Solving,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Point72 Asset Management Investment Team, Annual Investor Letter, 2024"
Point72 Asset Management,Leadership,Performance Excellence,Maintain culture of exceptional performance,Tell me about creating or maintaining high-performance environment.,Leadership,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Point72 Asset Management Investment Team, Annual Investor Letter, 2024"
Point72 Asset Management,Leadership,Intellectual Honesty,Maintain intellectual honesty in research,Describe when research results challenged your assumptions.,Culture Fit,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Point72 Asset Management Investment Team, Annual Investor Letter, 2024"
Point72 Asset Management,Leadership,Continuous Learning,Embrace continuous learning and adaptation,Give me an example of fundamentally changing approach based on learning.,Values,Medium,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Point72 Asset Management Investment Team, Annual Investor Letter, 2024"
Baupost Group,Entry Level,Analytical Rigor,Apply rigorous analytical methods,Tell me about using systematic analysis to solve complex problems.,Problem Solving,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Baupost Group Investment Team, Annual Investor Letter, 2024"
Baupost Group,Mid Level,Risk Management,Maintain sophisticated risk management,Describe balancing aggressive targets with prudent risk controls.,Values,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Baupost Group Investment Team, Annual Investor Letter, 2024"
Baupost Group,Senior,Innovation,Drive innovation in quantitative methods,Give me an example of developing innovative analytical approaches.,Problem Solving,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Baupost Group Investment Team, Annual Investor Letter, 2024"
Baupost Group,Leadership,Performance Excellence,Maintain culture of exceptional performance,Tell me about creating or maintaining high-performance environment.,Leadership,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Baupost Group Investment Team, Annual Investor Letter, 2024"
Baupost Group,Leadership,Intellectual Honesty,Maintain intellectual honesty in research,Describe when research results challenged your assumptions.,Culture Fit,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Baupost Group Investment Team, Annual Investor Letter, 2024"
Baupost Group,Leadership,Continuous Learning,Embrace continuous learning and adaptation,Give me an example of fundamentally changing approach based on learning.,Values,Medium,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Baupost Group Investment Team, Annual Investor Letter, 2024"
Pershing Square Capital,Entry Level,Analytical Rigor,Apply rigorous analytical methods,Tell me about using systematic analysis to solve complex problems.,Problem Solving,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Pershing Square Capital Investment Team, Annual Investor Letter, 2024"
Pershing Square Capital,Mid Level,Risk Management,Maintain sophisticated risk management,Describe balancing aggressive targets with prudent risk controls.,Values,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Pershing Square Capital Investment Team, Annual Investor Letter, 2024"
Pershing Square Capital,Senior,Innovation,Drive innovation in quantitative methods,Give me an example of developing innovative analytical approaches.,Problem Solving,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Pershing Square Capital Investment Team, Annual Investor Letter, 2024"
Pershing Square Capital,Leadership,Performance Excellence,Maintain culture of exceptional performance,Tell me about creating or maintaining high-performance environment.,Leadership,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Pershing Square Capital Investment Team, Annual Investor Letter, 2024"
Pershing Square Capital,Leadership,Intellectual Honesty,Maintain intellectual honesty in research,Describe when research results challenged your assumptions.,Culture Fit,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Pershing Square Capital Investment Team, Annual Investor Letter, 2024"
Pershing Square Capital,Leadership,Continuous Learning,Embrace continuous learning and adaptation,Give me an example of fundamentally changing approach based on learning.,Values,Medium,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Pershing Square Capital Investment Team, Annual Investor Letter, 2024"
Third Point,Entry Level,Analytical Rigor,Apply rigorous analytical methods,Tell me about using systematic analysis to solve complex problems.,Problem Solving,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Third Point Investment Team, Annual Investor Letter, 2024"
Third Point,Mid Level,Risk Management,Maintain sophisticated risk management,Describe balancing aggressive targets with prudent risk controls.,Values,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Third Point Investment Team, Annual Investor Letter, 2024"
Third Point,Senior,Innovation,Drive innovation in quantitative methods,Give me an example of developing innovative analytical approaches.,Problem Solving,Hard,We combine rigorous analytical methods with innovative approaches to generate superior risk-adjusted returns.,"Third Point Investment Team, Annual Investor Letter, 2024"
